gameNumber,result,type,Color,expe
20241116100050297,9,Big,green,a
20241116100050296,4,Small,red,a
20241116100050295,6,Big,red,a
20241116100050294,0,Small,red,pink
20241116100050293,8,Big,red,a
20241116100050292,0,Small,red,pink
20241116100050291,6,Big,red,a
20241116100050290,6,Big,red,a
20241116100050289,0,Small,red,pink
20241116100050288,3,Small,green,a
20241116100050267,8,Big,red,a
20241116100050266,1,Small,green,a
20241116100050265,5,Big,green,pink
20241116100050264,5,Big,green,pink
20241116100050263,8,Big,red,a
20241116100050262,1,Small,green,a
20241116100050261,5,Big,green,pink
20241116100050260,7,Big,green,a
20241116100050259,2,Small,red,a
20241116100050258,5,Big,green,pink
20241116100050257,6,Big,red,a
20241116100050256,3,Small,green,a
20241116100050255,9,Big,green,a
20241116100050254,1,Small,green,a
20241116100050253,5,Big,green,pink
20241116100050252,9,Big,green,a
20241116100050251,8,Big,red,a
20241116100050250,2,Small,red,a
20241116100050249,9,Big,green,a
20241116100050248,8,Big,red,a
20241116100050247,2,Small,red,a
20241116100050246,7,Big,green,a
20241116100050245,8,Big,red,a
20241116100050244,9,Big,green,a
20241116100050243,2,Small,red,a
20241116100050242,8,Big,red,a
20241116100050241,5,Big,green,pink
20241116100050240,4,Small,red,a
20241116100050239,9,Big,green,a
20241116100050238,6,Big,red,a
20241116100050237,4,Small,red,a
20241116100050236,1,Small,green,a
20241116100050235,6,Big,red,a
20241116100050234,1,Small,green,a
20241116100050233,9,Big,green,a
20241116100050232,3,Small,green,a
20241116100050231,3,Small,green,a
20241116100050230,2,Small,red,a
20241116100050229,9,Big,green,a
20241116100050228,9,Big,green,a
20241116100050227,0,Small,red,pink
20241116100050226,1,Small,green,a
20241116100050225,6,Big,red,a
20241116100050224,5,Big,green,pink
20241116100050223,0,Small,red,pink
20241116100050222,6,Big,red,a
20241116100050221,0,Small,red,pink
20241116100050220,6,Big,red,a
20241116100050219,7,Big,green,a
20241116100050218,0,Small,red,pink
20241116100050217,2,Small,red,a
20241116100050216,1,Small,green,a
20241116100050215,2,Small,red,a
20241116100050214,3,Small,green,a
20241116100050213,8,Big,red,a
20241116100050212,1,Small,green,a
20241116100050211,7,Big,green,a
20241116100050210,0,Small,red,pink
20241116100050209,5,Big,green,pink
20241116100050208,1,Small,green,a
20241116100050197,3,Small,green,a
20241116100050196,1,Small,green,a
20241116100050195,9,Big,green,a
20241116100050194,6,Big,red,a
20241116100050193,0,Small,red,pink
20241116100050192,6,Big,red,a
20241116100050191,4,Small,red,a
20241116100050190,3,Small,green,a
20241116100050189,0,Small,red,pink
20241116100050188,6,Big,red,a
20241116100050187,7,Big,green,a
20241116100050186,9,Big,green,a
20241116100050185,6,Big,red,a
20241116100050184,9,Big,green,a
20241116100050183,1,Small,green,a
20241116100050182,0,Small,red,pink
20241116100050181,5,Big,green,pink
20241116100050180,7,Big,green,a
20241116100050179,3,Small,green,a
20241116100050178,3,Small,green,a
20241116100050177,8,Big,red,a
20241116100050176,7,Big,green,a
20241116100050175,8,Big,red,a
20241116100050174,1,Small,green,a
20241116100050173,7,Big,green,a
20241116100050172,7,Big,green,a
20241116100050171,9,Big,green,a
20241116100050170,9,Big,green,a
20241116100050169,6,Big,red,a
20241116100050168,0,Small,red,pink
20241116100050167,2,Small,red,a
20241116100050166,8,Big,red,a
20241116100050165,5,Big,green,pink
20241116100050164,4,Small,red,a
20241116100050163,0,Small,red,pink
20241116100050162,8,Big,red,a
20241116100050161,2,Small,red,a
20241116100050160,4,Small,red,a
20241116100050159,1,Small,green,a
20241116100050158,7,Big,green,a
20241116100050157,8,Big,red,a
20241116100050156,3,Small,green,a
20241116100050155,0,Small,red,pink
20241116100050154,7,Big,green,a
20241116100050153,2,Small,red,a
20241116100050152,7,Big,green,a
20241116100050151,1,Small,green,a
20241116100050150,8,Big,red,a
20241116100050149,0,Small,red,pink
20241116100050148,5,Big,green,pink
20241116100050147,0,Small,red,pink
20241116100050146,3,Small,green,a
20241116100050145,1,Small,green,a
20241116100050144,8,Big,red,a
20241116100050143,1,Small,green,a
20241116100050142,8,Big,red,a
20241116100050141,5,Big,green,pink
20241116100050140,0,Small,red,pink
20241116100050139,8,Big,red,a
20241116100050128,6,Big,red,a
20241116100050127,9,Big,green,a
20241116100050126,3,Small,green,a
20241116100050125,7,Big,green,a
20241116100050124,3,Small,green,a
20241116100050123,3,Small,green,a
20241116100050122,6,Big,red,a
20241116100050121,5,Big,green,pink
20241116100050120,3,Small,green,a
20241116100050119,8,Big,red,a
20241116100050118,5,Big,green,pink
20241116100050117,2,Small,red,a
20241116100050116,1,Small,green,a
20241116100050115,7,Big,green,a
20241116100050114,0,Small,red,pink
20241116100050113,0,Small,red,pink
20241116100050112,7,Big,green,a
20241116100050111,2,Small,red,a
20241116100050110,4,Small,red,a
20241116100050109,9,Big,green,a
20241116100050098,2,Small,red,a
20241116100050097,1,Small,green,a
20241116100050096,1,Small,green,a
20241116100050095,6,Big,red,a
20241116100050094,9,Big,green,a
20241116100050093,7,Big,green,a
20241116100050092,1,Small,green,a
20241116100050091,9,Big,green,a
20241116100050090,3,Small,green,a
20241116100050089,8,Big,red,a
20241116100050108,9,Big,green,a
20241116100050107,3,Small,green,a
20241116100050106,8,Big,red,a
20241116100050105,9,Big,green,a
20241116100050104,0,Small,red,pink
20241116100050103,4,Small,red,a
20241116100050102,7,Big,green,a
20241116100050101,9,Big,green,a
20241116100050100,5,Big,green,pink
20241116100050099,4,Small,red,a
20241116100050068,3,Small,green,a
20241116100050067,9,Big,green,a
20241116100050066,0,Small,red,pink
20241116100050065,4,Small,red,a
20241116100050064,6,Big,red,a
20241116100050063,1,Small,green,a
20241116100050062,1,Small,green,a
20241116100050061,9,Big,green,a
20241116100050060,1,Small,green,a
20241116100050059,9,Big,green,a
20241116100050058,5,Big,green,pink
20241116100050057,8,Big,red,a
20241116100050056,9,Big,green,a
20241116100050055,1,Small,green,a
20241116100050054,6,Big,red,a
20241116100050053,4,Small,red,a
20241116100050052,9,Big,green,a
20241116100050051,5,Big,green,pink
20241116100050050,9,Big,green,a
20241116100050049,0,Small,red,pink
20241116100050048,2,Small,red,a
20241116100050047,4,Small,red,a
20241116100050046,1,Small,green,a
20241116100050045,4,Small,red,a
20241116100050044,4,Small,red,a
20241116100050043,8,Big,red,a
20241116100050042,1,Small,green,a
20241116100050041,9,Big,green,a
20241116100050040,7,Big,green,a
20241116100050039,6,Big,red,a
20241116100050038,8,Big,red,a
20241116100050037,6,Big,red,a
20241116100050036,5,Big,green,pink
20241116100050035,8,Big,red,a
20241116100050034,4,Small,red,a
20241116100050033,8,Big,red,a
20241116100050032,5,Big,green,pink
20241116100050031,0,Small,red,pink
20241116100050030,4,Small,red,a
20241116100050029,8,Big,red,a
20241116100050028,3,Small,green,a
20241116100050027,0,Small,red,pink
20241116100050026,9,Big,green,a
20241116100050025,5,Big,green,pink
20241116100050024,7,Big,green,a
20241116100050023,2,Small,red,a
20241116100050022,4,Small,red,a
20241116100050021,2,Small,red,a
20241116100050020,4,Small,red,a
20241116100050019,5,Big,green,pink
20241116100050018,4,Small,red,a
20241116100050017,3,Small,green,a
20241116100050016,2,Small,red,a
20241116100050015,1,Small,green,a
20241116100050014,7,Big,green,a
20241116100050013,5,Big,green,pink
20241116100050012,4,Small,red,a
20241116100050011,6,Big,red,a
20241116100050010,5,Big,green,pink
20241116100050009,5,Big,green,pink
20241115100052878,4,Small,red,a
20241115100052877,7,Big,green,a
20241115100052876,2,Small,red,a
20241115100052875,0,Small,red,pink
20241115100052874,2,Small,red,a
20241115100052873,0,Small,red,pink
20241115100052872,6,Big,red,a
20241115100052871,1,Small,green,a
20241115100052870,0,Small,red,pink
20241115100052869,4,Small,red,a
20241115100052868,5,Big,green,pink
20241115100052867,2,Small,red,a
20241115100052866,5,Big,green,pink
20241115100052865,6,Big,red,a
20241115100052864,4,Small,red,a
20241115100052863,8,Big,red,a
20241115100052862,3,Small,green,a
20241115100052861,3,Small,green,a
20241115100052860,5,Big,green,pink
20241115100052859,9,Big,green,a
20241115100052858,9,Big,green,a
20241115100052857,1,Small,green,a
20241115100052856,9,Big,green,a
20241115100052855,6,Big,red,a
20241115100052854,0,Small,red,pink
20241115100052853,0,Small,red,pink
20241115100052852,9,Big,green,a
20241115100052851,2,Small,red,a
20241115100052850,8,Big,red,a
20241115100052849,3,Small,green,a
20241115100052848,4,Small,red,a
20241115100052847,1,Small,green,a
20241115100052846,1,Small,green,a
20241115100052845,1,Small,green,a
20241115100052844,5,Big,green,pink
20241115100052843,3,Small,green,a
20241115100052842,7,Big,green,a
20241115100052841,6,Big,red,a
20241115100052840,0,Small,red,pink
20241115100052839,5,Big,green,pink
20241115100052838,4,Small,red,a
20241115100052837,0,Small,red,pink
20241115100052836,4,Small,red,a
20241115100052835,2,Small,red,a
20241115100052834,6,Big,red,a
20241115100052833,4,Small,red,a
20241115100052832,3,Small,green,a
20241115100052831,0,Small,red,pink
20241115100052830,6,Big,red,a
20241115100052829,2,Small,red,a
20241115100052828,3,Small,green,a
20241115100052827,8,Big,red,a
20241115100052826,6,Big,red,a
20241115100052825,9,Big,green,a
20241115100052824,4,Small,red,a
20241115100052823,0,Small,red,pink
20241115100052822,2,Small,red,a
20241115100052821,9,Big,green,a
20241115100052820,1,Small,green,a
20241115100052819,4,Small,red,a
20241115100052818,1,Small,green,a
20241115100052817,2,Small,red,a
20241115100052816,5,Big,green,pink
20241115100052815,2,Small,red,a
20241115100052814,7,Big,green,a
20241115100052813,2,Small,red,a
20241115100052812,3,Small,green,a
20241115100052811,3,Small,green,a
20241115100052810,9,Big,green,a
20241115100052809,1,Small,green,a
20241115100052808,1,Small,green,a
20241115100052807,6,Big,red,a
20241115100052806,2,Small,red,a
20241115100052805,6,Big,red,a
20241115100052804,9,Big,green,a
20241115100052803,0,Small,red,pink
20241115100052802,5,Big,green,pink
20241115100052801,7,Big,green,a
20241115100052800,9,Big,green,a
20241115100052799,8,Big,red,a
20241115100052798,8,Big,red,a
20241115100052797,0,Small,red,pink
20241115100052796,3,Small,green,a
20241115100052795,5,Big,green,pink
20241115100052794,6,Big,red,a
20241115100052793,6,Big,red,a
20241115100052792,6,Big,red,a
20241115100052791,0,Small,red,pink
20241115100052790,2,Small,red,a
20241115100052789,8,Big,red,a
20241115100052788,4,Small,red,a
20241115100052787,0,Small,red,pink
20241115100052786,5,Big,green,pink
20241115100052785,7,Big,green,a
20241115100052784,0,Small,red,pink
20241115100052783,9,Big,green,a
20241115100052782,2,Small,red,a
20241115100052781,5,Big,green,pink
20241115100052780,6,Big,red,a
20241115100052779,8,Big,red,a
20241115100052778,3,Small,green,a
20241115100052777,3,Small,green,a
20241115100052776,6,Big,red,a
20241115100052775,3,Small,green,a
20241115100052774,1,Small,green,a
20241115100052773,2,Small,red,a
20241115100052772,7,Big,green,a
20241115100052771,2,Small,red,a
20241115100052770,2,Small,red,a
20241115100052769,0,Small,red,pink
20241115100052768,8,Big,red,a
20241115100052767,6,Big,red,a
20241115100052766,8,Big,red,a
20241115100052765,8,Big,red,a
20241115100052764,8,Big,red,a
20241115100052763,1,Small,green,a
20241115100052762,6,Big,red,a
20241115100052761,4,Small,red,a
20241115100052760,3,Small,green,a
20241115100052759,6,Big,red,a
20241115100052758,6,Big,red,a
20241115100052757,6,Big,red,a
20241115100052756,7,Big,green,a
20241115100052755,9,Big,green,a
20241115100052754,5,Big,green,pink
20241115100052753,0,Small,red,pink
20241115100052752,2,Small,red,a
20241115100052751,7,Big,green,a
20241115100052750,6,Big,red,a
20241115100052749,7,Big,green,a
20241115100052748,8,Big,red,a
20241115100052747,6,Big,red,a
20241115100052746,6,Big,red,a
20241115100052745,5,Big,green,pink
20241115100052744,2,Small,red,a
20241115100052743,9,Big,green,a
20241115100052742,9,Big,green,a
20241115100052741,6,Big,red,a
20241115100052740,2,Small,red,a
20241115100052739,7,Big,green,a
20241115100052738,5,Big,green,pink
20241115100052737,9,Big,green,a
20241115100052736,0,Small,red,pink
20241115100052735,8,Big,red,a
20241115100052734,9,Big,green,a
20241115100052733,8,Big,red,a
20241115100052732,6,Big,red,a
20241115100052731,3,Small,green,a
20241115100052730,5,Big,green,pink
20241115100052719,3,Small,green,a
20241115100052718,9,Big,green,a
20241115100052717,3,Small,green,a
20241115100052716,7,Big,green,a
20241115100052715,2,Small,red,a
20241115100052714,2,Small,red,a
20241115100052713,9,Big,green,a
20241115100052712,0,Small,red,pink
20241115100052711,3,Small,green,a
20241115100052710,6,Big,red,a
20241115100052709,8,Big,red,a
20241115100052708,8,Big,red,a
20241115100052707,9,Big,green,a
20241115100052706,8,Big,red,a
20241115100052705,3,Small,green,a
20241115100052704,5,Big,green,pink
20241115100052703,4,Small,red,a
20241115100052702,5,Big,green,pink
20241115100052701,7,Big,green,a
20241115100052700,7,Big,green,a
20241115100052699,4,Small,red,a
20241115100052698,2,Small,red,a
20241115100052697,7,Big,green,a
20241115100052696,1,Small,green,a
20241115100052695,7,Big,green,a
20241115100052694,8,Big,red,a
20241115100052693,5,Big,green,pink
20241115100052692,3,Small,green,a
20241115100052691,0,Small,red,pink
20241115100052690,9,Big,green,a
20241115100052689,2,Small,red,a
20241115100052688,8,Big,red,a
20241115100052687,9,Big,green,a
20241115100052686,6,Big,red,a
20241115100052685,2,Small,red,a
20241115100052684,3,Small,green,a
20241115100052683,4,Small,red,a
20241115100052682,3,Small,green,a
20241115100052681,5,Big,green,pink
20241115100052680,1,Small,green,a
20241115100052679,0,Small,red,pink
20241115100052678,7,Big,green,a
20241115100052677,1,Small,green,a
20241115100052676,9,Big,green,a
20241115100052675,8,Big,red,a
20241115100052674,0,Small,red,pink
20241115100052673,7,Big,green,a
20241115100052672,4,Small,red,a
20241115100052671,5,Big,green,pink
20241115100052670,6,Big,red,a
20241115100052669,1,Small,green,a
20241115100052668,3,Small,green,a
20241115100052667,8,Big,red,a
20241115100052666,6,Big,red,a
20241115100052665,1,Small,green,a
20241115100052664,0,Small,red,pink
20241115100052663,7,Big,green,a
20241115100052662,9,Big,green,a
20241115100052661,1,Small,green,a
20241115100052660,7,Big,green,a
20241115100052659,0,Small,red,pink
20241115100052658,9,Big,green,a
20241115100052657,5,Big,green,pink
20241115100052656,0,Small,red,pink
20241115100052655,7,Big,green,a
20241115100052654,0,Small,red,pink
20241115100052653,8,Big,red,a
20241115100052652,9,Big,green,a
20241115100052651,6,Big,red,a
20241115100052650,2,Small,red,a
20241115100052649,4,Small,red,a
20241115100052648,3,Small,green,a
20241115100052647,0,Small,red,pink
20241115100052646,3,Small,green,a
20241115100052645,1,Small,green,a
20241115100052644,8,Big,red,a
20241115100052643,7,Big,green,a
20241115100052642,3,Small,green,a
20241115100052641,1,Small,green,a
20241115100052640,3,Small,green,a
20241115100052639,1,Small,green,a
20241115100052638,4,Small,red,a
20241115100052637,7,Big,green,a
20241115100052636,2,Small,red,a
20241115100052635,8,Big,red,a
20241115100052634,6,Big,red,a
20241115100052633,9,Big,green,a
20241115100052632,1,Small,green,a
20241115100052631,1,Small,green,a
20241115100052630,3,Small,green,a
20241115100052619,2,Small,red,a
20241115100052618,8,Big,red,a
20241115100052617,5,Big,green,pink
20241115100052616,2,Small,red,a
20241115100052615,3,Small,green,a
20241115100052614,5,Big,green,pink
20241115100052613,9,Big,green,a
20241115100052612,2,Small,red,a
